[Inference] catch_radius_9_team_reward_2
[Episode 75] [capture] total_captures = 75, lone_wolf_captures = 52, prey_survived_step = 156, predator_distance = 27.34406, avg_predator_distance = 28.4641, predator_proximity_rate = 0, score = 0.6933333
[Episode 76] [capture] total_captures = 76, lone_wolf_captures = 52, prey_survived_step = 346, predator_distance = 3.383476, avg_predator_distance = 3.499248, predator_proximity_rate = 1, score = 0.6842105
[Episode 77] [capture] total_captures = 77, lone_wolf_captures = 52, prey_survived_step = 634, predator_distance = 5.780474, avg_predator_distance = 6.375331, predator_proximity_rate = 0.6214511, score = 0.6753247
[Episode 78] [capture] total_captures = 78, lone_wolf_captures = 52, prey_survived_step = 2033, predator_distance = 8.437437, avg_predator_distance = 2.859832, predator_proximity_rate = 0.9867191, score = 0.6666667
[Episode 79] [capture] total_captures = 79, lone_wolf_captures = 52, prey_survived_step = 126, predator_distance = 6.007888, avg_predator_distance = 5.762663, predator_proximity_rate = 1, score = 0.6582279
[Episode 80] [capture] total_captures = 80, lone_wolf_captures = 53, prey_survived_step = 127, predator_distance = 17.18759, avg_predator_distance = 13.18786, predator_proximity_rate = 0, score = 0.6625
[Episode 81] [capture] total_captures = 81, lone_wolf_captures = 53, prey_survived_step = 291, predator_distance = 3.283607, avg_predator_distance = 5.204952, predator_proximity_rate = 0.8075601, score = 0.654321
[Episode 82] [capture] total_captures = 82, lone_wolf_captures = 54, prey_survived_step = 1352, predator_distance = 28.31247, avg_predator_distance = 27.94561, predator_proximity_rate = 0, score = 0.6585366
[Episode 83] [capture] total_captures = 83, lone_wolf_captures = 54, prey_survived_step = 951, predator_distance = 4.878904, avg_predator_distance = 5.576487, predator_proximity_rate = 0.7108307, score = 0.6506024
[Episode 84] [capture] total_captures = 84, lone_wolf_captures = 55, prey_survived_step = 227, predator_distance = 29.79253, avg_predator_distance = 34.77624, predator_proximity_rate = 0, score = 0.6547619
[Episode 85] [capture] total_captures = 85, lone_wolf_captures = 56, prey_survived_step = 2537, predator_distance = 23.17409, avg_predator_distance = 17.21935, predator_proximity_rate = 0, score = 0.6588235
[Episode 86] [capture] total_captures = 86, lone_wolf_captures = 57, prey_survived_step = 861, predator_distance = 33.98149, avg_predator_distance = 35.87249, predator_proximity_rate = 0, score = 0.6627907
[Episode 87] [capture] total_captures = 87, lone_wolf_captures = 58, prey_survived_step = 736, predator_distance = 24.38828, avg_predator_distance = 31.661, predator_proximity_rate = 0, score = 0.6666667
[Episode 88] [capture] total_captures = 88, lone_wolf_captures = 58, prey_survived_step = 872, predator_distance = 7.075022, avg_predator_distance = 15.15981, predator_proximity_rate = 0.02752294, score = 0.6590909
[Episode 89] [capture] total_captures = 89, lone_wolf_captures = 59, prey_survived_step = 266, predator_distance = 26.30181, avg_predator_distance = 26.98501, predator_proximity_rate = 0, score = 0.6629214
[Episode 90] [capture] total_captures = 90, lone_wolf_captures = 60, prey_survived_step = 1474, predator_distance = 31.63255, avg_predator_distance = 38.69144, predator_proximity_rate = 0, score = 0.6666667
[Episode 91] [capture] total_captures = 91, lone_wolf_captures = 60, prey_survived_step = 541, predator_distance = 1.910411, avg_predator_distance = 2.924288, predator_proximity_rate = 1, score = 0.6593407
[Episode 92] [capture] total_captures = 92, lone_wolf_captures = 61, prey_survived_step = 215, predator_distance = 17.5255, avg_predator_distance = 15.63017, predator_proximity_rate = 0, score = 0.6630435
[Episode 93] [capture] total_captures = 93, lone_wolf_captures = 61, prey_survived_step = 2093, predator_distance = 2.151713, avg_predator_distance = 6.299557, predator_proximity_rate = 0.685141, score = 0.6559139
[Episode 94] [capture] total_captures = 94, lone_wolf_captures = 62, prey_survived_step = 79, predator_distance = 26.91467, avg_predator_distance = 25.28156, predator_proximity_rate = 0, score = 0.6595744
[Episode 95] [capture] total_captures = 95, lone_wolf_captures = 63, prey_survived_step = 2150, predator_distance = 33.07294, avg_predator_distance = 30.50454, predator_proximity_rate = 0, score = 0.6631579
[Episode 96] [capture] total_captures = 96, lone_wolf_captures = 64, prey_survived_step = 326, predator_distance = 18.2142, avg_predator_distance = 19.36206, predator_proximity_rate = 0, score = 0.6666667
[Episode 97] [capture] total_captures = 97, lone_wolf_captures = 64, prey_survived_step = 1008, predator_distance = 5.318629, avg_predator_distance = 2.638124, predator_proximity_rate = 1, score = 0.6597938
[Episode 98] [capture] total_captures = 98, lone_wolf_captures = 65, prey_survived_step = 196, predator_distance = 18.27646, avg_predator_distance = 19.65941, predator_proximity_rate = 0, score = 0.6632653
[Episode 99] [capture] total_captures = 99, lone_wolf_captures = 66, prey_survived_step = 443, predator_distance = 29.06255, avg_predator_distance = 29.17972, predator_proximity_rate = 0, score = 0.6666667
[Episode 100] [capture] total_captures = 100, lone_wolf_captures = 67, prey_survived_step = 170, predator_distance = 16.9152, avg_predator_distance = 15.96856, predator_proximity_rate = 0, score = 0.67
[Episode 101] [capture] total_captures = 101, lone_wolf_captures = 68, prey_survived_step = 961, predator_distance = 23.1392, avg_predator_distance = 23.38984, predator_proximity_rate = 0, score = 0.6732673
[Episode 102] [capture] total_captures = 102, lone_wolf_captures = 69, prey_survived_step = 62, predator_distance = 27.43955, avg_predator_distance = 28.54636, predator_proximity_rate = 0, score = 0.6764706
[Episode 103] [capture] total_captures = 103, lone_wolf_captures = 70, prey_survived_step = 568, predator_distance = 14.97895, avg_predator_distance = 17.47769, predator_proximity_rate = 0, score = 0.6796116
[Episode 104] [timeout] total_captures = 103, lone_wolf_captures = 70, prey_survived_step = 10000, avg_predator_distance = 4.934775, predator_proximity_rate = 0.8409, score = 0.6796116
[Episode 105] [capture] total_captures = 104, lone_wolf_captures = 71, prey_survived_step = 81, predator_distance = 34.24992, avg_predator_distance = 34.5325, predator_proximity_rate = 0, score = 0.6826923
[Episode 106] [capture] total_captures = 105, lone_wolf_captures = 72, prey_survived_step = 3244, predator_distance = 10.73611, avg_predator_distance = 3.025127, predator_proximity_rate = 0.9867448, score = 0.6857143
[Episode 107] [capture] total_captures = 106, lone_wolf_captures = 72, prey_survived_step = 1374, predator_distance = 6.054908, avg_predator_distance = 3.16778, predator_proximity_rate = 1, score = 0.6792453
[Episode 108] [capture] total_captures = 107, lone_wolf_captures = 73, prey_survived_step = 868, predator_distance = 16.61627, avg_predator_distance = 12.59484, predator_proximity_rate = 0, score = 0.682243
[Episode 109] [capture] total_captures = 108, lone_wolf_captures = 74, prey_survived_step = 349, predator_distance = 15.95049, avg_predator_distance = 13.11087, predator_proximity_rate = 0, score = 0.6851852
[Episode 110] [capture] total_captures = 109, lone_wolf_captures = 75, prey_survived_step = 400, predator_distance = 18.99966, avg_predator_distance = 19.92198, predator_proximity_rate = 0, score = 0.6880734
[Episode 111] [capture] total_captures = 110, lone_wolf_captures = 75, prey_survived_step = 1547, predator_distance = 5.036561, avg_predator_distance = 3.465023, predator_proximity_rate = 0.9644473, score = 0.6818182
[Episode 112] [capture] total_captures = 111, lone_wolf_captures = 76, prey_survived_step = 324, predator_distance = 23.5661, avg_predator_distance = 14.32692, predator_proximity_rate = 0, score = 0.6846847
[Episode 113] [capture] total_captures = 112, lone_wolf_captures = 77, prey_survived_step = 1234, predator_distance = 29.24032, avg_predator_distance = 25.31952, predator_proximity_rate = 0, score = 0.6875
[Episode 114] [capture] total_captures = 113, lone_wolf_captures = 78, prey_survived_step = 318, predator_distance = 26.67686, avg_predator_distance = 22.72729, predator_proximity_rate = 0, score = 0.6902655
[Episode 115] [capture] total_captures = 114, lone_wolf_captures = 79, prey_survived_step = 738, predator_distance = 29.59034, avg_predator_distance = 32.99332, predator_proximity_rate = 0, score = 0.6929824
[Episode 116] [capture] total_captures = 115, lone_wolf_captures = 80, prey_survived_step = 176, predator_distance = 34.35964, avg_predator_distance = 32.61878, predator_proximity_rate = 0, score = 0.6956522
[Episode 117] [capture] total_captures = 116, lone_wolf_captures = 81, prey_survived_step = 1053, predator_distance = 21.61238, avg_predator_distance = 18.00277, predator_proximity_rate = 0, score = 0.6982759
[Episode 118] [capture] total_captures = 117, lone_wolf_captures = 82, prey_survived_step = 975, predator_distance = 29.23326, avg_predator_distance = 27.22665, predator_proximity_rate = 0, score = 0.7008547
[Episode 119] [capture] total_captures = 118, lone_wolf_captures = 83, prey_survived_step = 256, predator_distance = 24.95411, avg_predator_distance = 36.3466, predator_proximity_rate = 0, score = 0.7033898
[Episode 120] [capture] total_captures = 119, lone_wolf_captures = 84, prey_survived_step = 597, predator_distance = 8.885221, avg_predator_distance = 3.928707, predator_proximity_rate = 0.9145728, score = 0.7058824
[Episode 121] [capture] total_captures = 120, lone_wolf_captures = 85, prey_survived_step = 1347, predator_distance = 38.94828, avg_predator_distance = 17.28802, predator_proximity_rate = 0, score = 0.7083333
[Episode 122] [capture] total_captures = 121, lone_wolf_captures = 86, prey_survived_step = 67, predator_distance = 38.24408, avg_predator_distance = 40.20166, predator_proximity_rate = 0, score = 0.7107438
[Episode 123] [capture] total_captures = 122, lone_wolf_captures = 87, prey_survived_step = 318, predator_distance = 32.54568, avg_predator_distance = 26.57033, predator_proximity_rate = 0, score = 0.7131147
[Episode 124] [capture] total_captures = 123, lone_wolf_captures = 88, prey_survived_step = 852, predator_distance = 20.23728, avg_predator_distance = 20.75543, predator_proximity_rate = 0, score = 0.7154471
[Episode 125] [capture] total_captures = 124, lone_wolf_captures = 89, prey_survived_step = 733, predator_distance = 13.54998, avg_predator_distance = 17.71106, predator_proximity_rate = 0, score = 0.7177419
[Episode 126] [capture] total_captures = 125, lone_wolf_captures = 90, prey_survived_step = 216, predator_distance = 28.98874, avg_predator_distance = 30.57714, predator_proximity_rate = 0, score = 0.72
[Episode 127] [capture] total_captures = 126, lone_wolf_captures = 91, prey_survived_step = 26, predator_distance = 41.12366, avg_predator_distance = 41.96124, predator_proximity_rate = 0, score = 0.7222222
[Episode 128] [capture] total_captures = 127, lone_wolf_captures = 91, prey_survived_step = 2288, predator_distance = 5.826139, avg_predator_distance = 2.789903, predator_proximity_rate = 0.9916958, score = 0.7165354
[Episode 129] [capture] total_captures = 128, lone_wolf_captures = 91, prey_survived_step = 325, predator_distance = 6.516873, avg_predator_distance = 10.03347, predator_proximity_rate = 0.4769231, score = 0.7109375
[Episode 130] [capture] total_captures = 129, lone_wolf_captures = 92, prey_survived_step = 3132, predator_distance = 29.47649, avg_predator_distance = 25.66063, predator_proximity_rate = 0, score = 0.7131783
[Episode 131] [capture] total_captures = 130, lone_wolf_captures = 93, prey_survived_step = 514, predator_distance = 14.48326, avg_predator_distance = 14.93916, predator_proximity_rate = 0, score = 0.7153846
[Episode 132] [capture] total_captures = 131, lone_wolf_captures = 94, prey_survived_step = 2904, predator_distance = 7.702937, avg_predator_distance = 4.160173, predator_proximity_rate = 0.8898072, score = 0.7175573
[Episode 133] [capture] total_captures = 132, lone_wolf_captures = 95, prey_survived_step = 1144, predator_distance = 25.94519, avg_predator_distance = 19.56409, predator_proximity_rate = 0, score = 0.719697
[Episode 134] [capture] total_captures = 133, lone_wolf_captures = 95, prey_survived_step = 2709, predator_distance = 5.173103, avg_predator_distance = 6.852835, predator_proximity_rate = 0.6194168, score = 0.7142857
[Episode 135] [capture] total_captures = 134, lone_wolf_captures = 96, prey_survived_step = 2275, predator_distance = 9.811071, avg_predator_distance = 16.57793, predator_proximity_rate = 0.08131868, score = 0.7164179
[Episode 136] [capture] total_captures = 135, lone_wolf_captures = 96, prey_survived_step = 3502, predator_distance = 4.522361, avg_predator_distance = 2.542186, predator_proximity_rate = 1, score = 0.7111111
[Episode 137] [capture] total_captures = 136, lone_wolf_captures = 97, prey_survived_step = 216, predator_distance = 34.76419, avg_predator_distance = 37.65952, predator_proximity_rate = 0, score = 0.7132353
[Episode 138] [capture] total_captures = 137, lone_wolf_captures = 98, prey_survived_step = 789, predator_distance = 13.7767, avg_predator_distance = 4.007173, predator_proximity_rate = 0.9087452, score = 0.7153285
